
metadata
ID	name	desc	time	keywords	minlat	minlon	maxlat	maxlon	
1			2017-11-11T16:04:42Z		50.082763032987714	19.850719040259719	50.083149019628763	19.854347985237837	

author
ID	name	email	

copyright
year	license	author	

link
metadataID	authorID	wptID	rteptID	trkptID	rteID	trkID	text	type	href	
1							"Garmin International"		http://www.garmin.com	

rte
ID	name	cmt	desc	src	number	type	IsAutoNamed	DisplayColor	TransportationMode	TripName	Date	DayNumber	

rtept
ID	rteID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	DepartureTime	StopDuration	ArrivalTime	CalculationMode	ElevationMode	NamedRoad_Name	NamedRoad_Id	NamedRoad_ProductId	TransportationMode	

wpt
ID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Proximity	Temperature	Depth	DisplayMode	Samples	Expiration	CreationTime	
50	50.082832016050816	19.850731026381254	191.14063999999999	2017-10-11T10:56:54Z			"13944155!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:56:54Z	
51	50.082830004394054	19.850738989189267	191.49418600000001	2017-10-11T10:57:08Z			"13944156!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:57:08Z	
52	50.082831010222435	19.850729014724493	191.23258999999999	2017-10-11T10:57:22Z			"13944157!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:57:22Z	
53	50.082832016050816	19.850743012502789	191.70199600000001	2017-10-11T10:57:35Z			"13944158!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:57:35Z	
54	50.082835033535957	19.85074401833117	191.64639299999999	2017-10-11T10:57:48Z			"13944159!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:57:48Z	
55	50.082837967202067	19.850733038038015	191.916946	2017-10-11T10:58:00Z			"13944160!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:58:00Z	
56	50.082836039364338	19.850741000846028	192.78036499999999	2017-10-11T10:58:13Z			"13944161!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:58:13Z	
57	50.082839978858829	19.850728008896112	191.59986900000001	2017-10-11T10:58:26Z			"13944162!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:58:26Z	
58	50.082839978858829	19.850743012502789	192.15881300000001	2017-10-11T10:58:39Z			"13944163!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:58:39Z	
59	50.082839978858829	19.850739995017648	191.85618600000001	2017-10-11T10:58:54Z			"13944164!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:58:54Z	
60	50.082840984687209	19.850731026381254	192.64887999999999	2017-10-11T10:59:08Z			"13944165!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:59:08Z	
61	50.082847019657493	19.850735971704125	192.289749	2017-10-11T10:59:26Z			"13944166!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:59:26Z	
62	50.082850959151983	19.850734965875745	192.26045199999999	2017-10-11T10:59:41Z			"13944167!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:59:41Z	
63	50.082846013829112	19.850736977532506	192.033829	2017-10-11T10:59:51Z			"13944168!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T10:59:51Z	
64	50.082846013829112	19.850736977532506	192.70700099999999	2017-10-11T11:00:04Z			"13944169!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:00:04Z	
65	50.08284299634397	19.850741000846028	192.44714400000001	2017-10-11T11:00:17Z			"13944170!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:00:17Z	
66	50.082836039364338	19.850725997239351	192.44012499999999	2017-10-11T11:00:30Z			"13944171!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:00:30Z	
67	50.082836039364338	19.850735971704125	192.89692700000001	2017-10-11T11:00:46Z			"13944172!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:00:46Z	
68	50.082834027707577	19.850738989189267	192.392563	2017-10-11T11:00:59Z			"13944173!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:00:59Z	
69	50.082836961373687	19.85074401833117	192.49298099999999	2017-10-11T11:01:12Z			"13944174!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:01:12Z	
70	50.082836961373687	19.85074401833117	192.32359299999999	2017-10-11T11:01:26Z			"13944175!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:01:26Z	
71	50.08284299634397	19.850738989189267	192.300095	2017-10-11T11:01:41Z			"13944176!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:01:41Z	
72	50.082844002172351	19.850747035816312	192.64887999999999	2017-10-11T11:01:56Z			"13944177!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:01:56Z	
73	50.082834027707577	19.850745024159551	193.33587600000001	2017-10-11T11:02:10Z			"13944178!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:02:10Z	
74	50.082832016050816	19.850721973925829	192.895126	2017-10-11T11:02:24Z			"13944179!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:02:24Z	
75	50.082831010222435	19.850736977532506	192.573013	2017-10-11T11:02:36Z			"13944180!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:02:36Z	
76	50.082836039364338	19.850737983360887	192.736816	2017-10-11T11:02:50Z			"13944181!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:02:50Z	
77	50.082846013829112	19.850743012502789	193.31474299999999	2017-10-11T11:03:04Z			"13944182!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:03:04Z	
78	50.082838973030448	19.850743012502789	192.92103599999999	2017-10-11T11:03:18Z			"13944183!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:03:18Z	
79	50.08284199051559	19.850727003067732	193.22226000000001	2017-10-11T11:03:35Z			"13944184!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:03:35Z	
80	50.082845008000731	19.850741000846028	192.775711	2017-10-11T11:03:51Z			"13944185!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:03:51Z	
81	50.08284299634397	19.850720968097448	192.504974	2017-10-11T11:04:03Z			"13944186!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:04:03Z	
82	50.08284299634397	19.850742006674409	192.51675399999999	2017-10-11T11:04:18Z			"13944187!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:04:18Z	
83	50.082839978858829	19.850757010281086	192.41073600000001	2017-10-11T11:04:29Z			"13944188!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:04:29Z	
84	50.082833021879196	19.85074401833117	193.446854	2017-10-11T11:04:44Z			"13944189!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:04:44Z	
85	50.082828998565674	19.850733960047364	192.79948400000001	2017-10-11T11:04:58Z			"13944190!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:04:58Z	
86	50.082831010222435	19.850741000846028	192.67981	2017-10-11T11:05:13Z			"13944191!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:05:13Z	
87	50.082826986908913	19.850737983360887	193.16412399999999	2017-10-11T11:05:27Z			"13944192!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:05:27Z	
88	50.082826986908913	19.850742006674409	193.256607	2017-10-11T11:05:40Z			"13944193!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:05:40Z	
89	50.082835033535957	19.850743012502789	193.32751500000001	2017-10-11T11:05:51Z			"13944194!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:05:51Z	
90	50.082836039364338	19.850732032209635	192.939346	2017-10-11T11:06:03Z			"13944195!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:06:03Z	
91	50.082836039364338	19.850742006674409	192.771896	2017-10-11T11:06:14Z			"13944196!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:06:14Z	
92	50.082805026322603	19.852381004020572	195.07716400000001	2017-10-11T11:13:31Z			"20524101!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:13:31Z	
93	50.082791028544307	19.852372035384178	195.01965300000001	2017-10-11T11:14:19Z			"20524102!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:14:19Z	
94	50.082792034372687	19.852375974878669	195.18090799999999	2017-10-11T11:14:31Z			"20524103!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:14:31Z	
95	50.08277996443212	19.852369017899036	195.312332	2017-10-11T11:14:40Z			"20524104!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:14:40Z	
96	50.082778036594391	19.852373041212559	195.01026899999999	2017-10-11T11:14:47Z			"20524105!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:14:47Z	
97	50.082783987745643	19.852360971271992	194.97654700000001	2017-10-11T11:14:58Z			"20524106!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:14:58Z	
98	50.082789016887546	19.852354014292359	194.94229100000001	2017-10-11T11:15:07Z			"20524107!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:15:07Z	
99	50.082791028544307	19.852366000413895	194.72837799999999	2017-10-11T11:15:18Z			"20524108!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:15:18Z	
100	50.082794968038797	19.852362982928753	195.24891700000001	2017-10-11T11:15:29Z			"20524109!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:15:29Z	
101	50.082802008837461	19.852373041212559	194.87278699999999	2017-10-11T11:15:40Z			"20524110!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:15:40Z	
102	50.082784993574023	19.852367006242275	195.243607	2017-10-11T11:15:49Z			"20524111!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:15:49Z	
103	50.082770995795727	19.852375974878669	194.99272199999999	2017-10-11T11:15:59Z			"20524112!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:15:59Z	
104	50.08277703076601	19.852376980707049	195.14321899999999	2017-10-11T11:16:09Z			"20524113!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:16:09Z	
105	50.082775019109249	19.852370023727417	195.283691	2017-10-11T11:16:17Z			"20524114!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:16:17Z	
106	50.082780970260501	19.852366000413895	195.49993900000001	2017-10-11T11:16:26Z			"20524115!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:16:26Z	
107	50.082770995795727	19.852386033162475	195.48144500000001	2017-10-11T11:16:43Z			"20524116!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:16:43Z	
108	50.082782981917262	19.852372035384178	195.093018	2017-10-11T11:16:55Z			"20524117!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:16:55Z	
109	50.082775019109249	19.852383015677333	195.34667999999999	2017-10-11T11:17:12Z			"20524118!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:17:12Z	
110	50.082767978310585	19.852382009848952	195.50521900000001	2017-10-11T11:17:24Z			"20524119!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:17:24Z	
111	50.08277602493763	19.852368012070656	195.66897599999999	2017-10-11T11:17:35Z			"20524120!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:17:35Z	
112	50.08277895860374	19.852376980707049	195.33604399999999	2017-10-11T11:17:45Z			"20524121!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:17:45Z	
113	50.082791028544307	19.852360971271992	195.15039100000001	2017-10-11T11:17:55Z			"20524122!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:17:55Z	
114	50.082769989967346	19.852370023727417	195.08509799999999	2017-10-11T11:18:07Z			"20524123!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:18:07Z	
115	50.082766972482204	19.852367006242275	194.892212	2017-10-11T11:18:21Z			"20524124!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:18:21Z	
116	50.082769989967346	19.852358037605882	195.44180299999999	2017-10-11T11:18:33Z			"20524125!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:18:33Z	
117	50.082769989967346	19.852357031777501	195.49993900000001	2017-10-11T11:18:45Z			"20524126!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:18:45Z	
118	50.082773007452488	19.852359965443611	195.43952899999999	2017-10-11T11:18:56Z			"20524127!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:18:56Z	
119	50.082763032987714	19.852367006242275	195.63752700000001	2017-10-11T11:19:06Z			"20524128!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:19:06Z	
120	50.08277602493763	19.852358037605882	195.501724	2017-10-11T11:19:17Z			"20524129!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:19:17Z	
121	50.082781976088881	19.852373963221908	195.30650299999999	2017-10-11T11:19:26Z			"20524130!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:19:26Z	
122	50.082784993574023	19.852370023727417	195.21743799999999	2017-10-11T11:19:36Z			"20524131!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:19:36Z	
123	50.082770995795727	19.852371029555798	195.336975	2017-10-11T11:19:47Z			"20524132!"				"Flag, Blue"	"user"											SymbolAndName			2017-10-11T11:19:47Z	
