
metadata
ID	name	desc	time	keywords	minlat	minlon	maxlat	maxlon	
1			2017-11-11T16:03:12Z		50.082292053848505	19.852360216900706	50.083913365378976	19.854805134236813	

author
ID	name	email	

copyright
year	license	author	

link
metadataID	authorID	wptID	rteptID	trkptID	rteID	trkID	text	type	href	
1							"Garmin International"		http://www.garmin.com	

rte
ID	name	cmt	desc	src	number	type	IsAutoNamed	DisplayColor	TransportationMode	TripName	Date	DayNumber	

rtept
ID	rteID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	DepartureTime	StopDuration	ArrivalTime	CalculationMode	ElevationMode	NamedRoad_Name	NamedRoad_Id	NamedRoad_ProductId	TransportationMode	

wpt
ID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Proximity	Temperature	Depth	DisplayMode	Samples	Expiration	CreationTime	

Address
wptID	StreetAddress1	StreetAddress2	City	State	Country	PostalCode	

PhoneNumber
wptID	Category	value	

Categories
wptID	Category	

trk
ID	name	cmt	desc	src	number	type	DisplayColor	
1	"PPP-GR4-S1-P01"						"DarkMagenta"	
2	"PPP-GR4-S1-P02"						"DarkGreen"	
3	"PPP-GR4-S1-P03"						"Red"	
4	"PPP-GR4-S1-P04"						"Cyan"	
5	"PPP-GR4-S1-P05"						"Blue"	
6	"PPP-GR4-S1-P06"						"Yellow"	
7	"PPP-GR4-S1-P07"						"DarkCyan"	
8	"PPP-GR4-S1-P08"						"Black"	
9	"PPP-GR4-S1-P09"						"DarkGray"	
10	"PPP-GR4-S1-P10"						"DarkYellow"	
11	"PPP-GR4-S1-P11"						"DarkBlue"	
12	"PPP-GR4-S1-P12"						"LightGray"	

trkseg
ID	trkID	
1	1	
2	2	
3	3	
4	4	
5	5	
6	6	
7	7	
8	8	
9	9	
10	10	
11	11	
12	12	

trkpt
ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad	
1	1	50.083796689286828	19.853095980361104	202.00999999999999	2017-11-10T10:25:43Z																					
2	1	50.08369610644877	19.852887187153101	202.00999999999999	2017-11-10T10:25:53Z																					
3	1	50.083531485870481	19.85279867425561	201.53	2017-11-10T10:26:03Z																					
4	1	50.08344205096364	19.852775707840919	201.05000000000001	2017-11-10T10:26:13Z																					
5	1	50.083296457305551	19.852720387279987	200.56999999999999	2017-11-10T10:26:23Z																					
6	1	50.083145331591368	19.852620726451278	200.56999999999999	2017-11-10T10:26:33Z																					
7	1	50.082970233634114	19.852561382576823	201.05000000000001	2017-11-10T10:26:43Z																					
8	1	50.082824639976025	19.85244101844728	200.56999999999999	2017-11-10T10:26:53Z																					
9	1	50.082707293331623	19.852466080337763	200.56999999999999	2017-11-10T10:27:03Z																					
10	1	50.082597993314266	19.852626174688339	201.05000000000001	2017-11-10T10:27:13Z																					
11	1	50.082560526207089	19.852881571277976	201.05000000000001	2017-11-10T10:27:23Z																					
12	1	50.082519873976707	19.85310360789299	201.53	2017-11-10T10:27:33Z																					
13	1	50.082498583942652	19.853319190442562	202.00999999999999	2017-11-10T10:27:43Z																					
14	1	50.082457344979048	19.853537455201149	202.49000000000001	2017-11-10T10:27:53Z																					
15	1	50.082420548424125	19.85375052317977	202.49000000000001	2017-11-10T10:28:03Z																					
16	1	50.082379225641489	19.853968787938356	202.49000000000001	2017-11-10T10:28:13Z																					
17	1	50.082329772412777	19.854170205071568	202.97999999999999	2017-11-10T10:28:23Z																					
18	1	50.082390122115612	19.854307165369391	203.46000000000001	2017-11-10T10:28:33Z																					
19	1	50.082540828734636	19.854343375191092	203.46000000000001	2017-11-10T10:28:43Z																					
20	1	50.082663791254163	19.854390816763043	203.94	2017-11-10T10:28:53Z																					
21	1	50.082788346335292	19.854473294690251	204.90000000000001	2017-11-10T10:29:03Z																					
22	1	50.082930000498891	19.854529788717628	205.38	2017-11-10T10:29:13Z																					
23	1	50.083074169233441	19.854594245553017	204.90000000000001	2017-11-10T10:29:23Z																					
24	1	50.083218002691865	19.854647722095251	204.90000000000001	2017-11-10T10:29:33Z																					
25	1	50.083353538066149	19.854731373488903	205.86000000000001	2017-11-10T10:29:43Z																					
26	1	50.083476081490517	19.854691224172711	205.86000000000001	2017-11-10T10:29:53Z																					
27	1	50.083535173907876	19.854446221143007	204.90000000000001	2017-11-10T10:30:03Z																					
28	1	50.083592422306538	19.854232566431165	205.86000000000001	2017-11-10T10:30:13Z																					
29	1	50.083655957132578	19.854008769616485	205.38	2017-11-10T10:30:23Z																					
30	1	50.083727454766631	19.853780781850219	204.90000000000001	2017-11-10T10:30:33Z																					
31	1	50.083791241049767	19.853553548455238	204.41999999999999	2017-11-10T10:30:43Z																					
32	1	50.083870114758611	19.853315083310008	203.94	2017-11-10T10:30:54Z																					
33	1	50.083898194134235	19.853212321177125	203.46000000000001	2017-11-10T10:30:59Z																					
34	2	50.083847818896174	19.853151217103004	144.81999999999999	2017-11-07T10:12:18Z																					
35	2	50.083750337362289	19.852972766384482	144.81999999999999	2017-11-07T10:12:28Z																					
36	2	50.083635253831744	19.852842427790165	143.84999999999999	2017-11-07T10:12:38Z																					
37	2	50.08347968570888	19.85277621075511	143.37	2017-11-07T10:12:48Z																					
38	2	50.083317076787353	19.852700941264629	142.88999999999999	2017-11-07T10:12:58Z																					
39	2	50.083169555291533	19.852604884654284	143.37	2017-11-07T10:13:08Z																					
40	2	50.083005605265498	19.85251578502357	142.41	2017-11-07T10:13:18Z																					
41	2	50.08285766467452	19.852414866909385	142.88999999999999	2017-11-07T10:13:28Z																					
